142.4,-149.1,-66.6,63.2
142.4,-149.2,-66.6,62.1
142.4,-148.9,-66.6,61.1
142.4,-149.4,-66.7,61.5
142.4,-149.2,-66.5,61.8
142.6,-149.4,-66.3,62.9
142.6,-149.4,-66.1,63.8
142.8,-149.3,-65.8,64.5
143.1,-149,-65.6,64.6
143.3,-149,-65.6,63.8
143.5,-148.7,-66,63.1
143.5,-148.5,-66,62.3
143.8,-148.2,-66.4,62.1
143.7,-148.1,-66.5,62.2
143.7,-148.1,-66.6,62.4
143.6,-148,-66.5,62.9
143.6,-148.1,-66.2,62.9
143.6,-148.1,-66.1,62.7
143.5,-148.2,-65.8,62.6
143.5,-148.2,-65.5,62.6
143.4,-148.2,-65.5,63.2
143.4,-148.2,-65.5,62.9
143.3,-148.7,-65.6,63.4
143.2,-148.7,-66.6,64.9
143.1,-149,-67.3,65
143.4,-149.1,-68,64.9
143.6,-149.2,-68.4,63.9
143.8,-149,-68.5,63.9
144.1,-148.4,-68.8,63.9
144.3,-148.1,-67.9,62.8
144.6,-147.7,-67.3,63
144.5,-147.4,-66.8,63.4
144.4,-147.1,-66.5,64.4
144.3,-147.2,-66.4,64.2
144.2,-147.2,-66.1,64.3
144.2,-147.3,-65.9,64.3
144.1,-147.3,-65.7,64
144.1,-147.3,-65.6,64.5
143.9,-147.4,-65.5,63.7
143.9,-147.5,-65.4,64.2
143.9,-147.5,-65.1,64
143.7,-147.5,-65.4,63.8
143.7,-147.6,-65.1,63.6
143.7,-147.6,-64.9,62.5
143.8,-147.7,-64.8,62.5
143.9,-147.7,-64.8,61.8
143.7,-147.7,-64.8,61.8
143.8,-147.8,-64.5,61.9
143.8,-147.8,-64.6,61.8
143.7,-148.2,-65.4,62.4
143.9,-148.4,-65.8,62.9
143.8,-148.2,-66.9,63.8
143.9,-148,-66.8,64.4
143.8,-148.1,-67,64.7
143.7,-148.1,-67.2,64.1
143.7,-147.8,-67,63.2
143.5,-147.6,-67,63.4
143.6,-147.8,-66.1,62.5
143.8,-147.9,-66.6,62.2
143.8,-147.8,-66.4,61.6
143.8,-147.6,-66.4,62.6
143.6,-147.4,-66.1,63.7
143.5,-147.3,-65.9,63.7
143.3,-147.1,-65.8,63.9
143.2,-146.9,-65.6,64.1
143.2,-146.8,-65.6,64.5
143.2,-146.6,-65.6,64.4
143.4,-146.8,-65.4,64.2
143.5,-146.9,-65.3,64.1
143.7,-147.1,-65.1,64.5
143.8,-147.2,-65.1,64.4
144,-147.7,-65.1,64.4
144.2,-147.8,-65.3,64.5
144.2,-147.8,-65.3,64.1
144.2,-148,-65.2,63.6
144,-148.1,-65.3,63.2
143.9,-148.2,-65.3,62.9
143.6,-148.1,-66,63
143.5,-148.4,-66,63.8
143.5,-148.2,-67.7,65.3
143.5,-148.2,-68.1,66.5
143.6,-148.2,-68.4,67.7
143.6,-147.8,-68.7,69.6
143.8,-147.8,-68.2,70.8
143.8,-147.7,-68.2,71.1
143.8,-147.8,-66.9,70.9
143.8,-147.7,-66.4,71.2
143.8,-147.5,-66.1,71.4
144,-147.7,-65.9,71.4
144.1,-147.5,-65.6,70.9
144.3,-147.4,-65.6,70.7
144.5,-147.2,-65.4,70.2
144.6,-147.2,-65.4,68.7
144.5,-147.4,-65.4,67.8
144.3,-147.5,-65.3,65.8
144.2,-147.7,-65.6,64.3
144.1,-147.8,-65.4,62.9
143.9,-147.9,-65.3,61.9
143.5,-148.2,-65.4,61.8
143.3,-148.4,-65.7,61.2
143.2,-148.2,-65.9,61.3
143,-148.4,-65.7,61.5
142.9,-148.5,-65.9,61.5
142.7,-148.6,-66,62.1
142.7,-148.2,-66.2,63.6
142.9,-147.3,-66.2,65
142.9,-147,-65.9,66
142.9,-146.8,-65.4,66.4
142.9,-146.5,-65.1,66.4
142.9,-146.5,-65.2,65.8
143,-146.8,-65.4,66.3
143.1,-147.5,-65.8,66.7
143.2,-148,-66.2,66.7
143.4,-148,-66.7,68.2
143.4,-148.1,-67,69.8
143.9,-148,-67,71.1
143.7,-148,-66.9,71.4
143.6,-147.8,-66.2,71
143.4,-147.6,-66.1,70.3
143.2,-147.8,-66.1,68.6
143.3,-147.9,-66.1,67
142.8,-148,-65.9,64.8
143,-148,-65.7,63.8
143.1,-148.2,-65.7,63.1
143.3,-148.3,-65.6,62.6
143.4,-148.2,-65.4,62.2
143.6,-148.1,-65.4,61.9
143.7,-147.9,-65.6,62
143.9,-147.7,-65.6,62.2
144.1,-147.6,-65.6,61.6
144.2,-147.4,-65.7,61.7
144.4,-147.2,-65.7,61.8
144,-147.5,-65.5,62
143.9,-147.8,-64.9,63.6
143.9,-148.1,-64.8,64.8
143.9,-148.4,-64.4,66.1
143.8,-148.4,-64.4,67.3
143.8,-148.4,-65.2,68.2
144,-147.9,-65.5,68.4
144,-147.5,-66.1,68.6
143.8,-147.3,-66.5,68.7
143.7,-147.2,-67.1,68.9
143.7,-147.3,-67,69
143.5,-147.5,-66.2,69.5
143.7,-147.6,-65.9,70.6
143.9,-147.7,-65.6,70.3
144,-147.6,-65.3,70.3
144.2,-147.4,-64.9,70.3
144.4,-147.6,-64.9,70.4
144.5,-147.4,-64.9,70.9
144.7,-147.6,-64.9,71.4
144.6,-147.4,-64.9,70
144.4,-147.6,-64.9,68.7
144.3,-147.7,-65.2,67.1
144.1,-147.6,-65.5,65.6
144,-147.9,-65.5,63.8
143.6,-148,-65.8,61.8
143.4,-148.5,-66.1,61.8
143.3,-148.6,-66.2,62.3
143.1,-148.8,-65.8,62.6
143.1,-148.5,-65.7,62.7
143.3,-148.3,-65.4,63.9
143.3,-147.7,-65.3,65
143.4,-147.3,-65.3,65.9
143.4,-147,-65,66.2
143.5,-147,-65.3,66.6
143.4,-147.4,-65.9,68.1
143.3,-147.6,-66.6,68.4
143.4,-148,-66.7,69
143.5,-148.2,-66.9,69.4
143.6,-148.3,-67.3,70
143.5,-148.1,-67.2,69
143.6,-148,-66.9,66.9
143.7,-147.8,-66.4,65
143.6,-147.6,-66.3,63.7
143.6,-147.5,-66.1,62.8
143.6,-147.3,-66,61.7
143.6,-147.2,-66,62.6
143.6,-147.1,-66,63.4
143.7,-147,-65.8,64.3
143.7,-146.9,-65.8,64.4
143.7,-146.7,-65.9,64.4
143.8,-146.9,-65.9,64
143.8,-147,-66.1,64
143.8,-147.2,-66.3,63.6
143.8,-147.5,-66.3,63.1
144,-147.9,-66.3,62.7
143.7,-148.5,-65.9,62.7
143.7,-148.5,-65.8,63.9
143.6,-148.4,-65.2,64.7
143.6,-148.7,-64.8,65.6
143.5,-148.5,-65,66.5
143.5,-148.2,-65,67.4
143.9,-147.7,-65.7,67.4
144.1,-147.6,-65.8,67.9
144.4,-147.5,-66.6,68
144.2,-147,-67,68.5
144.2,-146.9,-67,69.1
144,-147,-66.3,70.2
143.8,-147.1,-66.1,68.4
